match_id,team,opponent,venue,first_half_rate,second_half_rate,league
3825808,Sporting Gijón,Athletic Club,Home,0.6,0.84,La Liga
3825808,Athletic Club,Sporting Gijón,Away,0.8695652173913043,0.8679245283018868,La Liga
3825804,RC Deportivo La Coruña,Málaga,Home,1.027027027027027,0.6607142857142857,La Liga
3825804,Málaga,RC Deportivo La Coruña,Away,0.4489795918367347,0.9803921568627451,La Liga
3825867,Getafe,Sevilla,Home,0.734375,0.9545454545454546,La Liga
3825867,Sevilla,Getafe,Away,0.819672131147541,0.6595744680851063,La Liga
3825805,Villarreal,Las Palmas,Home,1.627906976744186,0.8571428571428571,La Liga
3825805,Las Palmas,Villarreal,Away,0.8125,0.6229508196721312,La Liga
3825784,Atlético Madrid,Villarreal,Home,1.103448275862069,1.1627906976744187,La Liga
3825784,Villarreal,Atlético Madrid,Away,0.5769230769230769,0.8627450980392157,La Liga
3825782,Granada,Valencia,Home,0.7894736842105263,0.9148936170212766,La Liga
3825782,Valencia,Granada,Away,1.2075471698113207,0.7169811320754716,La Liga
3825757,Real Madrid,Espanyol,Home,0.8648648648648649,0.9361702127659575,La Liga
3825757,Espanyol,Real Madrid,Away,1.2553191489361701,0.4772727272727273,La Liga
3825641,Athletic Club,Sporting Gijón,Home,0.8372093023255814,1.0,La Liga
3825641,Sporting Gijón,Athletic Club,Away,0.7551020408163265,0.782608695652174,La Liga
3825803,Granada,Sporting Gijón,Home,1.0227272727272727,0.603448275862069,La Liga
3825803,Sporting Gijón,Granada,Away,0.7441860465116279,0.5853658536585366,La Liga
3825800,Celta Vigo,Villarreal,Home,0.8461538461538461,1.5,La Liga
3825800,Villarreal,Celta Vigo,Away,0.3389830508474576,0.43636363636363634,La Liga
3825801,Sevilla,Eibar,Home,0.52,0.5084745762711864,La Liga
3825801,Eibar,Sevilla,Away,1.2553191489361701,0.84,La Liga
3825799,Málaga,Valencia,Home,1.0,0.94,La Liga
3825799,Valencia,Málaga,Away,1.0638297872340425,0.6206896551724138,La Liga
3825797,Athletic Club,RC Deportivo La Coruña,Home,1.105263157894737,0.4888888888888889,La Liga
3825797,RC Deportivo La Coruña,Athletic Club,Away,0.9782608695652174,0.8125,La Liga
3825798,Levante UD,Real Madrid,Home,0.5862068965517241,1.2093023255813953,La Liga
3825798,Real Madrid,Levante UD,Away,1.0208333333333333,0.5272727272727272,La Liga
3825796,Las Palmas,Getafe,Home,0.5294117647058824,0.8478260869565217,La Liga
3825796,Getafe,Las Palmas,Away,1.425,1.1388888888888888,La Liga
3825795,Atlético Madrid,Real Sociedad,Home,1.78,1.5434782608695652,La Liga
3825795,Real Sociedad,Atlético Madrid,Away,1.065217391304348,0.8653846153846154,La Liga
3825793,Valencia,Athletic Club,Home,0.8571428571428571,0.66,La Liga
3825793,Athletic Club,Valencia,Away,0.8085106382978723,0.4909090909090909,La Liga
3825792,RC Deportivo La Coruña,Granada,Home,1.0444444444444445,0.6521739130434783,La Liga
3825792,Granada,RC Deportivo La Coruña,Away,0.5625,0.39344262295081966,La Liga
3825794,Villarreal,Levante UD,Home,1.0625,0.9333333333333333,La Liga
3825794,Levante UD,Villarreal,Away,1.2641509433962264,0.7804878048780488,La Liga
3825788,Getafe,Celta Vigo,Home,1.0638297872340425,0.8444444444444444,La Liga
3825788,Celta Vigo,Getafe,Away,0.7959183673469388,0.5365853658536586,La Liga
3825791,Real Betis,Rayo Vallecano,Home,1.0,1.1851851851851851,La Liga
3825791,Rayo Vallecano,Real Betis,Away,0.8837209302325582,0.5636363636363636,La Liga
3825790,Sporting Gijón,Espanyol,Home,0.5,0.7441860465116279,La Liga
3825790,Espanyol,Sporting Gijón,Away,0.7115384615384616,0.6458333333333334,La Liga
3825787,Real Madrid,Atlético Madrid,Home,0.9803921568627451,1.3653846153846154,La Liga
3825787,Atlético Madrid,Real Madrid,Away,1.0576923076923077,0.6140350877192983,La Liga
3825789,Real Sociedad,Málaga,Home,1.08,1.0,La Liga
3825789,Málaga,Real Sociedad,Away,0.4,0.6290322580645161,La Liga
3825786,Eibar,Las Palmas,Home,1.1833333333333333,0.9322033898305084,La Liga
3825786,Las Palmas,Eibar,Away,0.49019607843137253,0.7142857142857143,La Liga
3825781,Rayo Vallecano,Sevilla,Home,0.6078431372549019,0.6326530612244898,La Liga
3825781,Sevilla,Rayo Vallecano,Away,0.9433962264150944,0.4262295081967213,La Liga
3825785,Málaga,Real Madrid,Home,0.7719298245614035,0.5294117647058824,La Liga
3825785,Real Madrid,Málaga,Away,0.7906976744186046,0.673469387755102,La Liga
3825783,Athletic Club,Real Sociedad,Home,0.6,1.1,La Liga
3825783,Real Sociedad,Athletic Club,Away,0.6428571428571429,0.49056603773584906,La Liga
3825780,Espanyol,RC Deportivo La Coruña,Home,0.6792452830188679,1.0,La Liga
3825780,RC Deportivo La Coruña,Espanyol,Away,0.6222222222222222,0.2222222222222222,La Liga
3825779,Celta Vigo,Eibar,Home,0.35555555555555557,0.6444444444444445,La Liga
3825779,Eibar,Celta Vigo,Away,1.2166666666666666,0.7222222222222222,La Liga
3825773,Eibar,Levante UD,Home,0.8181818181818182,0.9818181818181818,La Liga
3825773,Levante UD,Eibar,Away,0.6037735849056604,0.6031746031746031,La Liga
3825776,Sevilla,Las Palmas,Home,1.1111111111111112,1.0454545454545454,La Liga
3825776,Las Palmas,Sevilla,Away,0.6122448979591837,0.45454545454545453,La Liga
3825775,Real Sociedad,Granada,Home,0.5205479452054794,0.7090909090909091,La Liga
3825775,Granada,Real Sociedad,Away,0.7962962962962963,0.7659574468085106,La Liga
3825769,Villarreal,Málaga,Home,1.0204081632653061,0.8627450980392157,La Liga
3825769,Málaga,Villarreal,Away,1.1428571428571428,0.7017543859649122,La Liga
3825770,Real Madrid,Athletic Club,Home,0.6590909090909091,0.6226415094339622,La Liga
3825770,Athletic Club,Real Madrid,Away,1.1521739130434783,1.1136363636363635,La Liga
3825768,Sporting Gijón,Rayo Vallecano,Home,0.6065573770491803,0.8253968253968254,La Liga
3825768,Rayo Vallecano,Sporting Gijón,Away,0.9787234042553191,0.6739130434782609,La Liga
3825736,Valencia,Rayo Vallecano,Home,1.064516129032258,0.8679245283018868,La Liga
3825736,Rayo Vallecano,Valencia,Away,0.8813559322033898,0.8285714285714286,La Liga
3825731,Las Palmas,Málaga,Home,0.9387755102040817,0.9591836734693877,La Liga
3825731,Málaga,Las Palmas,Away,0.9795918367346939,1.4883720930232558,La Liga
3825685,Sporting Gijón,Las Palmas,Home,1.0,1.1395348837209303,La Liga
3825685,Las Palmas,Sporting Gijón,Away,0.42857142857142855,0.3333333333333333,La Liga
3825678,Eibar,Real Madrid,Home,1.0307692307692307,1.3018867924528301,La Liga
3825678,Real Madrid,Eibar,Away,0.48,0.543859649122807,La Liga
3825643,Real Madrid,Las Palmas,Home,0.8571428571428571,1.0545454545454545,La Liga
3825643,Las Palmas,Real Madrid,Away,0.66,0.5094339622641509,La Liga
3825642,RC Deportivo La Coruña,Atlético Madrid,Home,0.8837209302325582,0.9777777777777777,La Liga
3825642,Atlético Madrid,RC Deportivo La Coruña,Away,0.775,0.8,La Liga
3825638,Atlético Madrid,Valencia,Home,1.326086956521739,1.1355932203389831,La Liga
3825638,Valencia,Atlético Madrid,Away,0.48936170212765956,0.6379310344827587,La Liga
3825614,Granada,RC Deportivo La Coruña,Home,0.6545454545454545,0.6037735849056604,La Liga
3825614,RC Deportivo La Coruña,Granada,Away,0.4576271186440678,0.847457627118644,La Liga
3825612,Getafe,Levante UD,Home,0.8666666666666667,1.18,La Liga
3825612,Levante UD,Getafe,Away,0.46551724137931033,0.41818181818181815,La Liga
3825607,Villarreal,Atlético Madrid,Home,1.0196078431372548,0.5098039215686274,La Liga
3825607,Atlético Madrid,Villarreal,Away,1.2291666666666667,1.2156862745098038,La Liga
3825595,Villarreal,Athletic Club,Home,0.6122448979591837,1.1071428571428572,La Liga
3825595,Athletic Club,Villarreal,Away,0.7291666666666666,0.9148936170212766,La Liga
3825579,Sevilla,Atlético Madrid,Home,0.5918367346938775,0.5416666666666666,La Liga
3825579,Atlético Madrid,Sevilla,Away,0.7884615384615384,0.25,La Liga
3825572,Real Madrid,Real Betis,Home,0.6829268292682927,0.75,La Liga
3825572,Real Betis,Real Madrid,Away,0.4444444444444444,0.46,La Liga
3825774,Getafe,Atlético Madrid,Home,1.048780487804878,1.1590909090909092,La Liga
3825774,Atlético Madrid,Getafe,Away,1.119047619047619,0.8823529411764706,La Liga
3825772,Valencia,Espanyol,Home,0.825,0.40476190476190477,La Liga
3825772,Espanyol,Valencia,Away,0.5409836065573771,0.5555555555555556,La Liga
3825771,RC Deportivo La Coruña,Real Betis,Home,1.4090909090909092,0.5370370370370371,La Liga
3825771,Real Betis,RC Deportivo La Coruña,Away,0.42,0.48,La Liga
3825767,Espanyol,Real Sociedad,Home,0.96,0.7727272727272727,La Liga
3825767,Real Sociedad,Espanyol,Away,0.84,1.0666666666666667,La Liga
3825706,Celta Vigo,Athletic Club,Home,0.7169811320754716,1.0227272727272727,La Liga
3825706,Athletic Club,Celta Vigo,Away,1.360655737704918,0.8333333333333334,La Liga
3825712,Getafe,RC Deportivo La Coruña,Home,1.183673469387755,0.9347826086956522,La Liga
3825712,RC Deportivo La Coruña,Getafe,Away,0.42,0.8260869565217391,La Liga
3825708,Levante UD,Málaga,Home,0.8064516129032258,0.875,La Liga
3825708,Málaga,Levante UD,Away,0.75,0.5740740740740741,La Liga
3825707,Las Palmas,Granada,Home,0.5384615384615384,0.44680851063829785,La Liga
